speaker,noise_type,snr_label,snr_db,noisy_stoi,noisy_pesq,noisy_sisdr,mmse_stoi,mmse_pesq,mmse_sisdr,wav_stoi,wav_pesq,wav_sisdr
sp06,exhibition,0dB,0,0.7250617168128041,1.1377167701721191,-0.902058482170105,0.6988054611918496,1.1690914630889893,-0.026955965906381607,0.7272765145358933,1.1284003257751465,-0.5348923206329346
sp07,exhibition,0dB,0,0.7276016015388946,1.1409695148468018,-0.3347721993923187,0.7052313748652727,1.1286439895629883,1.2290377616882324,0.7305348988612523,1.1292579174041748,0.10550978779792786
sp08,exhibition,0dB,0,0.7361255070216118,1.1741310358047485,-0.6925996541976929,0.7226872544238937,1.186704397201538,0.8169839382171631,0.7388591858046056,1.1594676971435547,-0.13576197624206543
sp09,exhibition,0dB,0,0.7510126076187821,1.0878561735153198,-0.46849653124809265,0.716835685023925,1.099445104598999,-0.6621280908584595,0.7543860759226149,1.0829898118972778,-0.18248802423477173
sp10,exhibition,0dB,0,0.7997400461820325,1.1793245077133179,-0.650187075138092,0.7790000891379595,1.2027976512908936,-0.6560229659080505,0.8059901258008952,1.16781747341156,-0.4176844358444214
sp11,exhibition,0dB,0,0.6424679557201451,1.086927890777588,-0.5965232253074646,0.6094232165719552,1.0992581844329834,0.9993556141853333,0.6573183952908853,1.0767221450805664,-0.05023195967078209
sp12,exhibition,0dB,0,0.7342174049991035,1.1009191274642944,-0.20125000178813934,0.7071050461891959,1.1075328588485718,0.37017035484313965,0.7422169745701006,1.0893504619598389,0.22098970413208008
sp13,exhibition,0dB,0,0.6975839673103748,1.1444772481918335,-1.0839937925338745,0.6850539776958438,1.1456326246261597,-0.45420223474502563,0.706305425624663,1.1285299062728882,-0.7505974769592285
sp14,exhibition,0dB,0,0.6601598505145878,1.1122325658798218,-0.37655115127563477,0.6293838615141213,1.1668988466262817,0.2759753167629242,0.664855698977271,1.1080694198608398,0.03915667533874512
sp15,exhibition,0dB,0,0.6610083906955793,1.0725607872009277,-0.32875150442123413,0.6377536219137858,1.0783648490905762,0.8641063570976257,0.6670962191243025,1.0646005868911743,0.11753425747156143
sp16,exhibition,0dB,0,0.7823261060735975,1.0968438386917114,-0.9952015280723572,0.7518088318895622,1.1191201210021973,0.6983238458633423,0.7891800323441921,1.0936850309371948,-0.7786685228347778
sp17,exhibition,0dB,0,0.6473453973606179,1.0657614469528198,-0.3831304609775543,0.6080686736335831,1.0726176500320435,-0.2846689224243164,0.6498366574296659,1.0624761581420898,-0.14765234291553497
